product_code,product_name_en,product_name_ko,rows,sentiment_pos,sentiment_neg,sentiment_neu,top_categories,neg_excerpt_1,neg_excerpt_2,neg_excerpt_3,neg_excerpt_4,neg_excerpt_5
GJ1,Galaxy J1,갤럭시 J1,5,2,2,1,,"My phone (Android 5, and I barely use it, frankly, so until it stops working I don’t need anything newer) does the same thing when connecting it to my car over Bluetooth, the first time after every re","When I hear many reports of things flat-out not working in this way, I’m suspicious that it won’t work for me with my Samsung Galaxy J1 (2016) on Android 5.1, which Google has progressively broken by ",,,
GJ2,Galaxy J2,갤럭시 J2,5,2,0,3,comparison:5|model_mention:3|software:3|price:2|performance:1,,,,,
GJ5,Galaxy J5,갤럭시 J5,5,1,2,2,model_mention:1|comparison:1|others:1|display:1|connectivity:1,"SOLVED: Samsung galaxy J5 screen flickering Hi, You could try to mirror the screen to determine if it is a display problem or perhaps a systemboard problem, before you open up the phone. If the mirror","Samsung Galaxy J5 phone reported to have caught fire, exploded",,,
GJ7,Galaxy J7,갤럭시 J7,5,3,0,2,,,,,,
GM34,Galaxy M34,갤럭시 M34,5,3,0,2,performance:3|software:2|display:2|connectivity:2|camera:1,,,,,
GT2_7,Galaxy Tab 2 7.0,갤럭시 탭 2 7.0,5,3,1,1,battery:2|accessories:1|price:1|performance:1|display:1,"The great return of netbooks, this time on ARM, and this time it must be successful Yesterday we learned that Qualcomm has created a cheap system for Windows laptops, and the first information about t",,,,
GT3_10,Galaxy Tab 3 10.1,갤럭시 탭 3 10.1,5,3,1,1,battery:1|connectivity:1,Specifications and prices Galaxy Ace 3 and Galaxy Tab 3 10.1 leaked,,,,
GTA7L,Galaxy Tab A7 Lite,갤럭시 탭 A7 Lite,5,4,0,1,model_mention:1|comparison:1|connectivity:1,,,,,
GTABA9P,Galaxy Tab A9+,갤럭시 탭 A9+,5,3,0,2,price:3|comparison:2|battery:2|display:2|connectivity:1,,,,,
GTABS9F,Galaxy Tab S9 FE,갤럭시 탭 S9 FE,5,1,0,4,software:3|connectivity:2|comparison:1,,,,,
GA03S,Galaxy A03s,갤럭시 A03s,4,2,1,1,,"What are you talking about? No you can't. If you're talking about an unlocked smartphone that you can install apps on, there is absolutely no such thing as a new Android phone for $20 that any America",,,,
GA41,Galaxy A41,갤럭시 A41,4,2,0,2,model_mention:2|comparison:2,,,,,
GA6_18,Galaxy A6 (2018),갤럭시 A6 (2018),4,1,3,0,model_mention:4|comparison:4|software:4,Galaxy A6 No reception of SMS by certain recipients - Android phone - Mobile Technologies Wolfman wrote: Are these really SMS messages (so pure text)? No MMS?,Galaxy A6 No reception of SMS by certain recipients - Android phone - Mobile Technologies Are these really SMS messages (so pure text)? No MMS?,Galaxy A6 No reception of SMS by certain recipients - Android phone - Mobile Technologies Good evening Galaxy A6 (2018) Android 10 Problem which I have just noticed: some of my correspondents (only so,,
GJ3_16,Galaxy J3 (2016),갤럭시 J3 (2016),4,1,2,1,model_mention:2|comparison:2|software:2,Samsung J3 from 2016 - Android Phone - Mobile Technologies What Android version do you have on it? Have you checked the apps you are trying to install? Are they compatible at least? 2016 for an entry-,"Samsung J3 from 2016 - Android Phone - Mobile Technologies Hello, I have a Samsung J3 phone from 2016 and the synchronization is no longer happening, nor the updates, nor the installation of new appli",,,
GM14,Galaxy M14,갤럭시 M14,4,0,0,4,connectivity:2|comparison:1,,,,,
GM54,Galaxy M54,갤럭시 M54,4,3,0,1,battery:3|software:3|display:3|camera:2|connectivity:1,,,,,
GTA7,Galaxy Tab A7,갤럭시 탭 A7,4,1,2,1,model_mention:1|comparison:1|camera:1|display:1,"Samsung Galaxy Tab A7 (SM-T500) - Stuck on boot screen? I'm new to this, and I think I've got a problem. I hope someone can help me. I tried to flash a Samsung Galaxy Tab A7 (SM-T500), but encountered",Samsung Galaxy Tab A7 vs. A8: Battle of the budget tablets,,,
GTABS8U,Galaxy Tab S8 Ultra,갤럭시 탭 S8 울트라,4,4,0,0,accessories:1|comparison:1,,,,,
GA02S,Galaxy A02s,갤럭시 A02s,3,1,1,1,camera:2|model_mention:1|design:1|price:1|battery:1,My samsung galaxy A02s camera no scan qr code Opera browser,,,,
GA70,Galaxy A70,갤럭시 A70,3,2,0,1,model_mention:3|comparison:3|battery:1|software:1|performance:1,,,,,
GA8_18,Galaxy A8 (2018),갤럭시 A8 (2018),3,1,1,1,software:2|model_mention:1|accessories:1|comparison:1|camera:1,RQT_CLOSE when flashing TWRP into Samsung Galaxy A8 (2018) with Odin I am trying to flash TWRP into my Samsung Galaxy A8 (2018) based on official instructions from: https://forum.xda-developers.com/ga,,,,
GF55,Galaxy F55,갤럭시 F55,3,2,0,1,software:2|battery:1|performance:1|connectivity:1,,,,,
GGS2,Samsung Gear S2,삼성 기어 S2,3,1,0,2,others:2,,,,,
GJ7PRM,Galaxy J7 Prime,갤럭시 J7 프라임,3,1,0,2,model_mention:2|comparison:2,,,,,
GM53,Galaxy M53 5G,갤럭시 M53 5G,3,2,0,1,software:3|model_mention:1|comparison:1|connectivity:1,,,,,
GMINI,Galaxy Mini,갤럭시 미니,3,3,0,0,,,,,,
GPOCKET,Galaxy Pocket,갤럭시 포켓,3,2,0,1,battery:1|software:1|connectivity:1,,,,,
GT4_10,Galaxy Tab 4 10.1,갤럭시 탭 4 10.1,3,2,0,1,software:1|display:1|connectivity:1,,,,,
GTACT4P,Galaxy Tab Active 4 Pro,갤럭시 탭 액티브 4 Pro,3,0,0,3,price:1|others:1|software:1|connectivity:1,,,,,
GTS7F,Galaxy Tab S7 FE,갤럭시 탭 S7 FE,3,1,0,2,price:1|accessories:1|design:1|others:1|performance:1,,,,,
GZFL1_5G,Galaxy Z Flip 5G,갤럭시 Z 플립 5G,3,1,0,2,model_mention:3|comparison:3|connectivity:3|software:1,,,,,
GA11,Galaxy A11,갤럭시 A11,2,1,0,1,model_mention:1|comparison:1|software:1,,,,,
GA20,Galaxy A20,갤럭시 A20,2,0,0,2,model_mention:1|comparison:1,,,,,
GA22,Galaxy A22,갤럭시 A22,2,0,0,2,software:1|connectivity:1,,,,,
GA73,Galaxy A73 5G,갤럭시 A73 5G,2,0,1,1,comparison:2|display:2|connectivity:2|price:1|model_mention:1,"Complete Green screen My phone screen turned green and it's been 5-6 months... I want to back up and recover some important data, so that's why I want to keep it. The thing is the screen is completely",,,,
GACE2,Galaxy Ace 2,갤럭시 에이스 2,2,2,0,0,,,,,,
GCORE,Galaxy Core,갤럭시 코어,2,2,0,0,,,,,,
GFIT2,Galaxy Fit2,갤럭시 핏2,2,0,1,1,comparison:2|design:1,"Galaxy Fit 2 not good? All you need is GPS heart rate function. I plan to only exercise for about two hours a day. I was thinking about buying Xiaomi, but I thought it would be better to buy the same ",,,,
GGEAR2,Galaxy Gear 2,갤럭시 기어 2,2,1,1,0,,"Google smartwatch specs leak, show hardware comparable to Galaxy Gear 2",,,,
GGEAR2N,Galaxy Gear 2 Neo,갤럭시 기어 2 네오,2,0,0,2,,,,,,
GGSPORT,Gear Sport,기어 스포트,2,2,0,0,,,,,,
GJ2PRO,Galaxy J2 Pro,갤럭시 J2 Pro,2,1,0,1,battery:1|software:1,,,,,
GM10,Galaxy M10,갤럭시 M10,2,0,0,2,,,,,,
GM12,Galaxy M12,갤럭시 M12,2,1,0,1,battery:1,,,,,
GM13,Galaxy M13,갤럭시 M13,2,1,0,1,,,,,,
GM33,Galaxy M33 5G,갤럭시 M33 5G,2,0,0,2,comparison:1|connectivity:1,,,,,
GM51,Galaxy M51,갤럭시 M51,2,2,0,0,,,,,,
GMEGA63,Galaxy Mega 6.3,갤럭시 메가 6.3,2,0,0,2,,,,,,
GT3_7,Galaxy Tab 3 7.0,갤럭시 탭 3 7.0,2,1,1,0,accessories:1|performance:1,Solder Pads tracks have come off Galaxy 3 during repair any way to fix Hi Gentleman I have been repairing for quite some time but my solder skills are average During removal of a charger port two sold,,,,
GTS3,Galaxy Tab S3,갤럭시 탭 S3,2,0,1,1,comparison:1|display:1,"More photos leak of the upcoming Samsung Galaxy Tab S3 The closer we get to Mobile World Congress, the more photos that have begun to leak out to the internet for the upcoming Samsung Galaxy Tab S3, a",,,,
GTS_84,Galaxy Tab S 8.4,갤럭시 탭 S 8.4,2,0,0,2,model_mention:2|comparison:2|battery:1,,,,,
GWIDE2,Galaxy Wide 2,갤럭시 와이드 2,2,0,0,2,,,,,,
GA02,Galaxy A02,갤럭시 A02,1,1,0,0,,,,,,
GA03,Galaxy A03,갤럭시 A03,1,1,0,0,,,,,,
GA03C,Galaxy A03 Core,갤럭시 A03 Core,1,0,0,1,model_mention:1|comparison:1,,,,,
GA10,Galaxy A10,갤럭시 A10,1,0,1,0,,Shameless plug: start with https://comaps.app/ . Recently I helped a woman find an address because she told me there's some problem with her internet connection. I think having an offline map of at le,,,,
GA10E,Galaxy A10e,갤럭시 A10e,1,0,0,1,model_mention:1|comparison:1,,,,,
GA20E,Galaxy A20e,갤럭시 A20e,1,0,0,1,,,,,,
GA23,Galaxy A23,갤럭시 A23,1,0,0,1,model_mention:1|comparison:1|connectivity:1,,,,,
GA30,Galaxy A30,갤럭시 A30,1,0,0,1,model_mention:1|comparison:1,,,,,
GA30S,Galaxy A30s,갤럭시 A30s,1,0,1,0,camera:1|battery:1|connectivity:1,"Buy a USB-C hub with power delivery (PD), then you can charge and use all the USB's out there, or HDD/SSD. I've done this for a Samsung Galaxy A30s and I use one on my Chromecast with Google TV, and a",,,,
GA31,Galaxy A31,갤럭시 A31,1,0,0,1,price:1|model_mention:1|comparison:1,,,,,
GA3_17,Galaxy A3 (2017),갤럭시 A3 (2017),1,1,0,0,,,,,,
GA5_17,Galaxy A5 (2017),갤럭시 A5 (2017),1,0,0,1,,,,,,
GA60,Galaxy A60,갤럭시 A60,1,0,0,1,model_mention:1|comparison:1,,,,,
GA71,Galaxy A71,갤럭시 A71,1,1,0,0,,,,,,
GA72,Galaxy A72,갤럭시 A72,1,1,0,0,model_mention:1|comparison:1|software:1,,,,,
GA90,Galaxy A90 5G,갤럭시 A90 5G,1,0,0,1,model_mention:1|comparison:1|connectivity:1,,,,,
GACE3,Galaxy Ace 3,갤럭시 에이스 3,1,0,1,0,,I&#x27;m confused. Both my Samsung Galaxy Ace GT-S5830T (January 2011) and Galaxy Ace 3 GT-S7275Y (June 2013) phones came with an app called &quot;FM Radio&quot; that works. They cost me $100 on sale.,,,,
GACE4,Galaxy Ace 4,갤럭시 에이스 4,1,0,1,0,,">Unfortunately, that assumes that ""you"" have that choice. >Individually, I'm sure you can rip out, mutilate, deface, damage or what have you to devices that report fine-grained time-series data. But t",,,,
GCOREPRM,Galaxy Core Prime,갤럭시 코어 프라임,1,1,0,0,,,,,,
GF12,Galaxy F12,갤럭시 F12,1,0,0,1,,,,,,
GF22,Galaxy F22,갤럭시 F22,1,0,0,1,,,,,,
GF62,Galaxy F62,갤럭시 F62,1,0,0,1,,,,,,
GFAME,Galaxy Fame,갤럭시 페임,1,1,0,0,,,,,,
GGEARFIT,Gear Fit,기어 핏,1,1,0,0,,,,,,
GGFIT2,Gear Fit 2,기어 핏 2,1,0,0,1,model_mention:1|comparison:1,,,,,
GGRAND,Galaxy Grand,갤럭시 그랜드,1,1,0,0,,,,,,
GI7500,Galaxy i7500,갤럭시 (i7500),1,1,0,0,,,,,,
GICX,Gear IconX,기어 아이콘X,1,0,0,1,,,,,,
GJ1M,Galaxy J1 mini,갤럭시 J1 미니,1,0,0,1,model_mention:1|comparison:1,,,,,
GJ5PRM,Galaxy J5 Prime,갤럭시 J5 프라임,1,0,0,1,model_mention:1|comparison:1,,,,,
GM01,Galaxy M01,갤럭시 M01,1,1,0,0,,,,,,
GM22,Galaxy M22,갤럭시 M22,1,0,0,1,,,,,,
GMEGA58,Galaxy Mega 5.8,갤럭시 메가 5.8,1,0,0,1,,,,,,
GMINI2,Galaxy Mini 2,갤럭시 미니 2,1,0,1,0,,It was Samsung Galaxy Mini 2. I think it was the worst phone that was yet vaguely usable.,,,,
GN10L,Galaxy Note 10 Lite,갤럭시 노트 10 라이트,1,0,0,1,model_mention:1|comparison:1,,,,,
GNEDGE,Galaxy Note Edge,갤럭시 노트 엣지,1,1,0,0,model_mention:1|comparison:1|battery:1|display:1,,,,,
GNFE,Galaxy Note Fan Ed.,갤럭시 노트 FE,1,0,0,1,model_mention:1|comparison:1,,,,,
GON7,Galaxy On7,갤럭시 온7,1,0,1,0,,Samsung Galaxy On7 Pro (2017) Specs Leaked on GFXBench (SM-G6154),,,,
GPOCKET2,Galaxy Pocket 2,갤럭시 포켓 2,1,0,1,0,battery:1|software:1|display:1,"How to turn off overlays if I can&#39;t touch the screen? My cell phone is a Samsung Galaxy Pocket 2 (SM-G110B/DS) running Android 4.4 KitKat. I found the developer options, and ""by mistake"", I select",,,,
GS5MINI,Galaxy S5 mini,갤럭시 S5 미니,1,0,0,1,model_mention:1|comparison:1,,,,,
GS6EP,Galaxy S6 Edge+,갤럭시 S6 엣지+,1,0,0,1,model_mention:1|comparison:1,,,,,
GSPLUS,Galaxy S Plus,갤럭시 S 플러스,1,1,0,0,model_mention:1|comparison:1|display:1,,,,,
GSTAR,Galaxy Star,갤럭시 스타,1,0,0,1,,,,,,
GT4_7,Galaxy Tab 4 7.0,갤럭시 탭 4 7.0,1,1,0,0,price:1|software:1,,,,,
GTA8_19,Galaxy Tab A 8.0 2019,갤럭시 탭 A 8.0 (2019),1,0,0,1,software:1|performance:1,,,,,
GTA97,Galaxy Tab A 9.7,갤럭시 탭 A 9.7,1,1,0,0,accessories:1|battery:1|software:1|display:1,,,,,
GTAB1,Galaxy Tab,갤럭시 탭,1,0,0,1,,,,,,
GTS2,Galaxy Tab S2,갤럭시 탭 S2,1,1,0,0,model_mention:1|comparison:1|software:1,,,,,
GTS6L,Galaxy Tab S6 Lite,갤럭시 탭 S6 Lite,1,1,0,0,model_mention:1|comparison:1|battery:1|software:1|display:1,,,,,
GTS_105,Galaxy Tab S 10.5,갤럭시 탭 S 10.5,1,0,0,1,model_mention:1|comparison:1,,,,,
GWFE,Galaxy Watch FE,갤럭시 워치 FE,1,1,0,0,others:1,,,,,
GWIDE8,Galaxy Wide 8,갤럭시 와이드 8,1,0,0,1,others:1,,,,,
GWIN,Galaxy Win,갤럭시 윈,1,1,0,0,,,,,,
GXC4,Galaxy XCover4,갤럭시 엑스커버4,1,1,0,0,accessories:1|battery:1|connectivity:1,,,,,
GY,Galaxy Y,갤럭시 Y,1,1,0,0,,,,,,
GA10S,Galaxy A10s,갤럭시 A10s,0,0,0,0,,,,,,
GA20S,Galaxy A20s,갤럭시 A20s,0,0,0,0,,,,,,
GA21,Galaxy A21,갤럭시 A21,0,0,0,0,,,,,,
GA3_15,Galaxy A3 (2015),갤럭시 A3 (2015),0,0,0,0,,,,,,
GA3_16,Galaxy A3 (2016),갤럭시 A3 (2016),0,0,0,0,,,,,,
GA42,Galaxy A42 5G,갤럭시 A42 5G,0,0,0,0,,,,,,
GA5_15,Galaxy A5 (2015),갤럭시 A5 (2015),0,0,0,0,,,,,,
GA5_16,Galaxy A5 (2016),갤럭시 A5 (2016),0,0,0,0,,,,,,
GA6P_18,Galaxy A6+ (2018),갤럭시 A6+ (2018),0,0,0,0,,,,,,
GA7_15,Galaxy A7 (2015),갤럭시 A7 (2015),0,0,0,0,,,,,,
GA7_16,Galaxy A7 (2016),갤럭시 A7 (2016),0,0,0,0,,,,,,
GA7_17,Galaxy A7 (2017),갤럭시 A7 (2017),0,0,0,0,,,,,,
GA7_18,Galaxy A7 (2018),갤럭시 A7 (2018),0,0,0,0,,,,,,
GA80,Galaxy A80,갤럭시 A80,0,0,0,0,,,,,,
GA8P_18,Galaxy A8+ (2018),갤럭시 A8+ (2018),0,0,0,0,,,,,,
GA8_15,Galaxy A8 (2015),갤럭시 A8 (2015),0,0,0,0,,,,,,
GA9P_16,Galaxy A9 Pro (2016),갤럭시 A9 Pro (2016),0,0,0,0,,,,,,
GA9_15,Galaxy A9 (2015),갤럭시 A9 (2015),0,0,0,0,,,,,,
GA9_16,Galaxy A9 (2016),갤럭시 A9 (2016),0,0,0,0,,,,,,
GA9_18,Galaxy A9 (2018),갤럭시 A9 (2018),0,0,0,0,,,,,,
GBFE,Galaxy Buds FE,갤럭시 버즈 FE,0,0,0,0,,,,,,
GCORE2,Galaxy Core 2,갤럭시 코어 2,0,0,0,0,,,,,,
GEXPR2,Galaxy Express 2,갤럭시 익스프레스 2,0,0,0,0,,,,,,
GF02S,Galaxy F02s,갤럭시 F02s,0,0,0,0,,,,,,
GF23,Galaxy F23,갤럭시 F23,0,0,0,0,,,,,,
GF25,Galaxy F25,갤럭시 F25,0,0,0,0,,,,,,
GF41,Galaxy F41,갤럭시 F41,0,0,0,0,,,,,,
GF42,Galaxy F42 5G,갤럭시 F42 5G,0,0,0,0,,,,,,
GF52,Galaxy F52 5G,갤럭시 F52 5G,0,0,0,0,,,,,,
GF54,Galaxy F54 5G,갤럭시 F54 5G,0,0,0,0,,,,,,
GFITE,Galaxy Fit e,갤럭시 핏 e,0,0,0,0,,,,,,
GGRAND2,Galaxy Grand 2,갤럭시 그랜드 2,0,0,0,0,,,,,,
GGRPRMP,Galaxy Grand Prime+,갤럭시 그랜드 프라임+,0,0,0,0,,,,,,
GICX2,Gear IconX 2018,기어 아이콘X 2018,0,0,0,0,,,,,,
GJ2_16,Galaxy J2 (2016),갤럭시 J2 (2016),0,0,0,0,,,,,,
GJ3_17,Galaxy J3 (2017),갤럭시 J3 (2017),0,0,0,0,,,,,,
GJ5_16,Galaxy J5 (2016),갤럭시 J5 (2016),0,0,0,0,,,,,,
GJ5_17,Galaxy J5 (2017),갤럭시 J5 (2017),0,0,0,0,,,,,,
GJ7MAX,Galaxy J7 Max,갤럭시 J7 맥스,0,0,0,0,,,,,,
GJ7PRO,Galaxy J7 Pro,갤럭시 J7 프로,0,0,0,0,,,,,,
GJ7_16,Galaxy J7 (2016),갤럭시 J7 (2016),0,0,0,0,,,,,,
GJ7_17,Galaxy J7 (2017),갤럭시 J7 (2017),0,0,0,0,,,,,,
GJ8,Galaxy J8,갤럭시 J8,0,0,0,0,,,,,,
GJUMP1,Galaxy Jump,갤럭시 점프,0,0,0,0,,,,,,
GJUMP2,Galaxy Jump 2,갤럭시 점프 2,0,0,0,0,,,,,,
GJUMP4,Galaxy Jump 4,갤럭시 점프 4,0,0,0,0,,,,,,
GM02,Galaxy M02,갤럭시 M02,0,0,0,0,,,,,,
GM11,Galaxy M11,갤럭시 M11,0,0,0,0,,,,,,
GM21,Galaxy M21,갤럭시 M21,0,0,0,0,,,,,,
GM23,Galaxy M23 5G,갤럭시 M23 5G,0,0,0,0,,,,,,
GM30,Galaxy M30,갤럭시 M30,0,0,0,0,,,,,,
GM30S,Galaxy M30s,갤럭시 M30s,0,0,0,0,,,,,,
GM31,Galaxy M31,갤럭시 M31,0,0,0,0,,,,,,
GM31S,Galaxy M31s,갤럭시 M31s,0,0,0,0,,,,,,
GM32,Galaxy M32,갤럭시 M32,0,0,0,0,,,,,,
GM40,Galaxy M40,갤럭시 M40,0,0,0,0,,,,,,
GM42,Galaxy M42 5G,갤럭시 M42 5G,0,0,0,0,,,,,,
GM52,Galaxy M52 5G,갤럭시 M52 5G,0,0,0,0,,,,,,
GMUSIC,Galaxy Music,갤럭시 뮤직,0,0,0,0,,,,,,
GNT122,Galaxy Note Pro 12.2,갤럭시 노트 프로 12.2,0,0,0,0,,,,,,
GON5,Galaxy On5,갤럭시 온5,0,0,0,0,,,,,,
GS10L,Galaxy S10 Lite,갤럭시 S10 라이트,0,0,0,0,,,,,,
GS3MINI,Galaxy S3 mini,갤럭시 S3 미니,0,0,0,0,,,,,,
GS4MINI,Galaxy S4 mini,갤럭시 S4 미니,0,0,0,0,,,,,,
GS8A,Galaxy S8 Active,갤럭시 S8 액티브,0,0,0,0,,,,,,
GS9A,Galaxy S9 Active,갤럭시 S9 액티브,0,0,0,0,,,,,,
GSTAR2,Galaxy Star 2,갤럭시 스타 2,0,0,0,0,,,,,,
GT3_8,Galaxy Tab 3 8.0,갤럭시 탭 3 8.0,0,0,0,0,,,,,,
GT4_8,Galaxy Tab 4 8.0,갤럭시 탭 4 8.0,0,0,0,0,,,,,,
GTA10_16,Galaxy Tab A 10.1 2016,갤럭시 탭 A 10.1 (2016),0,0,0,0,,,,,,
GTA10_19,Galaxy Tab A 10.1 2019,갤럭시 탭 A 10.1 (2019),0,0,0,0,,,,,,
GTA7_15,Galaxy Tab A 7.0 2015,갤럭시 탭 A 7.0 (2015),0,0,0,0,,,,,,
GTA8_15,Galaxy Tab A 8.0 2015,갤럭시 탭 A 8.0 (2015),0,0,0,0,,,,,,
GTA8_17,Galaxy Tab A 8.0 2017,갤럭시 탭 A 8.0 (2017),0,0,0,0,,,,,,
GTACT1,Galaxy Tab Active,갤럭시 탭 액티브,0,0,0,0,,,,,,
GTACT2,Galaxy Tab Active 2,갤럭시 탭 액티브 2,0,0,0,0,,,,,,
GTP_101,Galaxy TabPRO 10.1,갤럭시 탭 프로 10.1,0,0,0,0,,,,,,
GTP_122,Galaxy TabPRO 12.2,갤럭시 탭 프로 12.2,0,0,0,0,,,,,,
GTP_84,Galaxy TabPRO 8.4,갤럭시 탭 프로 8.4,0,0,0,0,,,,,,
GTREND,Galaxy Trend,갤럭시 트렌드,0,0,0,0,,,,,,
GTRENDL,Galaxy Trend Lite,갤럭시 트렌드 라이트,0,0,0,0,,,,,,
GTS10FP,Galaxy Tab S10 FE+,갤럭시 탭 S10 FE+,0,0,0,0,,,,,,
GTS11P,Galaxy Tab S11+,갤럭시 탭 S11+,0,0,0,0,,,,,,
GTS9FP,Galaxy Tab S9 FE+,갤럭시 탭 S9 FE+,0,0,0,0,,,,,,
GW6C,Galaxy Watch6 Classic,갤럭시 워치6 클래식,0,0,0,0,,,,,,
GW8C,Galaxy Watch8 Classic,갤럭시 워치8 클래식,0,0,0,0,,,,,,
GWA3,Galaxy Watch Active3,갤럭시 워치 액티브3,0,0,0,0,,,,,,
GWIDE1,Galaxy Wide,갤럭시 와이드,0,0,0,0,,,,,,
GWIDE3,Galaxy Wide 3,갤럭시 와이드 3,0,0,0,0,,,,,,
GWIDE4,Galaxy Wide 4,갤럭시 와이드 4,0,0,0,0,,,,,,
GWIDE5,Galaxy Wide 5,갤럭시 와이드 5,0,0,0,0,,,,,,
GWIDE6,Galaxy Wide 6,갤럭시 와이드 6,0,0,0,0,,,,,,
GWIDE7,Galaxy Wide 7,갤럭시 와이드 7,0,0,0,0,,,,,,
GWINPRO,Galaxy Win Pro,갤럭시 윈 프로,0,0,0,0,,,,,,
GXC1,Galaxy XCover,갤럭시 엑스커버,0,0,0,0,,,,,,
GXC2,Galaxy XCover2,갤럭시 엑스커버2,0,0,0,0,,,,,,
GXC3,Galaxy XCover3,갤럭시 엑스커버3,0,0,0,0,,,,,,
GXC4S,Galaxy XCover4s,갤럭시 엑스커버4s,0,0,0,0,,,,,,
GYDUOS,Galaxy Y Duos,갤럭시 Y 듀오스,0,0,0,0,,,,,,
GZF1_5G,Galaxy Fold 5G,갤럭시 폴드 5G,0,0,0,0,,,,,,
